,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2531,Aerosmith,Aerosmith,Dream On,266960,False,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4,hard-rock
2532,David Guetta;Becky Hill;Ella Henderson,Crazy What Love Can Do,Crazy What Love Can Do,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,edm
2533,Shawn Mendes;Camila Cabello,Señorita,Señorita,190960,False,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,4,dance
2534,Wallows,Nothing Happens,Remember When,155146,False,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,4,indie-pop
2535,My Chemical Romance,Three Cheers for Sweet Revenge,Helena,204733,False,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,4,punk
2536,Marshmello;Khalid,Numb,Numb,155588,False,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4,edm
2537,Panic! At The Disco,Death of a Bachelor,House of Memories,208706,False,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,4,rock
2538,MARINA,Electra Heart (Deluxe),Primadonna,221075,False,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,4,alternative
2539,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,157333,False,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,grunge
2540,Hailee Steinfeld;Alesso;Florida Georgia Line;WATT,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",174800,False,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,4,dance
2541,Billie Eilish;Khalid,lovely (with Khalid),lovely (with Khalid),200185,False,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4,pop
2542,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,electro
2543,Alec Benjamin,Narrated For You,If We Have Each Other,181522,False,0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,4,electro
2544,Bastille,Bad Blood,Pompeii,214147,False,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4,rock
2545,K.Flay,Every Where Is Some Where,High Enough,231600,False,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,4,rock
2546,Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,163755,False,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,blues
2547,The Offspring,Americana,The Kids Aren't Alright,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,metal
2548,MGMT,Oracular Spectacular,Electric Feel,229640,False,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alternative
2549,The Chainsmokers,So Far So Good,High,175163,True,0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981,4,dance
2550,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,173346,True,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,indie
2551,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,162466,False,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,country
2552,X Ambassadors,VHS,Renegades,195200,False,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,alternative
2553,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,rock
2554,Talking Heads,Talking Heads '77 (Deluxe Version),Psycho Killer - 2005 Remaster,261413,False,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,punk-rock
2555,2Pac;Big Syke,All Eyez On Me,All Eyez On Me (ft. Big Syke),307773,True,0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279,4,funk
2556,Ellie Goulding;Juice WRLD,Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),186223,False,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,4,indie-pop
2557,Bazzi,COSMIC,Fantasy,148229,True,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105,4,dance
2558,Marshmello;Khalid,Silence,Silence,180822,False,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,electro
2559,Bad Bunny;Jhayco,DÁKITI,DÁKITI,205090,True,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,latino
2560,Daddy Yankee;Bad Bunny,LEGENDADDY,X ÚLTIMA VEZ,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggaeton
2561,Daddy Yankee;Snow,Con Calma,Con Calma,193226,False,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4,latin
2562,back number,水平線,水平線,285396,False,0.419,0.75,10,-3.546,1,0.0316,0.011,0.0,0.159,0.436,145.867,4,j-rock
2563,Berlin,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Take My Breath Away - Love Theme from ""Top Gun""",255733,False,0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,4,synth-pop
2564,Alesso;Katy Perry,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4,electro
2565,Kygo;Selena Gomez,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),220780,False,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,4,edm
2566,Selena Gomez;Rauw Alejandro,Revelación - EP,Baila Conmigo (with Rauw Alejandro),186087,False,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,dance
2567,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance
2568,Maluma,Junio,Junio,168601,False,0.85,0.756,11,-3.439,0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4,reggae
2569,Daddy Yankee,LEGENDADDY,RUMBATÓN,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,latino
2570,John Legend,Love In The Future (Expanded Edition),All of Me,269560,False,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4,soul
2571,Arctic Monkeys,AM,Do I Wanna Know?,272394,False,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,rock
2572,Ice Cube,Lethal Injection,You Know How We Do It,232773,True,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4,funk
2573,Lauren Daigle,Look Up Child,You Say,274693,False,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4,alternative
2574,Felix Jaehn;Ray Dalton,Call It Love,Call It Love,154560,False,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4,house
2575,blink-182,Enema Of The State,All The Small Things,167066,False,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4,punk-rock
2576,Adele,Easy On Me,Easy On Me,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,soul
2577,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,300840,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,piano
2578,The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,259946,False,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4,british
2579,Arctic Monkeys,AM,Arabella,207356,False,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,4,indie
2580,KAROL G,PROVENZA,PROVENZA,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggaeton
2581,Kygo;Gryffin;Calum Scott,Woke Up in Love,Woke Up in Love,216873,False,0.643,0.585,2,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015,4,edm
2582,Three Days Grace,One-X,Animal I Have Become,231400,False,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,4,metal
2583,Linkin Park,Meteora,Numb,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,grunge
2584,Doja Cat;The Weeknd,Planet Her,You Right,186173,True,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,pop
2585,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,354320,False,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4,rock
2586,Justin Bieber;Ludacris,My World 2.0,Baby,214240,False,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,4,pop
2587,XXXTENTACION,Look At Me!,Look At Me!,126345,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,hip-hop
2588,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",216773,False,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4,rock
2589,OneRepublic,Human (Deluxe),Run,168259,False,0.682,0.72,11,-8.176,0,0.0382,0.321,0.0,0.205,0.649,116.988,4,rock
2590,Charlie Puth,CHARLIE,Loser,204376,False,0.698,0.623,8,-7.845,0,0.037,0.623,0.0856,0.179,0.625,102.002,4,dance
2591,Regard,Ride It,Ride It,157605,False,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4,electro
2592,Two Feet,Love Is a Bitch,Love Is a Bitch,181466,True,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,3,indie
2593,Kane Brown;Swae Lee;Khalid,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,191406,False,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4,country
2594,Rob Zombie,Hellbilly Deluxe,Dragula,222826,False,0.591,0.963,0,-6.489,0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,4,metal
2595,Halsey,hopeless fountain kingdom (Deluxe),Walls Could Talk,101789,True,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,4,indie-pop
2596,Slipknot,Vol. 3: The Subliminal Verses,Duality,252613,False,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4,metal
2597,OneRepublic,Native,Counting Stars,257839,False,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,4,piano
2598,J Balvin;Bad Bunny,OASIS,QUE PRETENDES,222346,False,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,4,latino
2599,Sebastian Yatra,Dharma,Tacones Rojos,189333,False,0.746,0.844,11,-3.499,0,0.0359,0.062,0.0,0.149,0.934,123.014,4,reggaeton
2600,Avicii,True,Wake Me Up,247426,False,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,edm
2601,Audioslave,Audioslave,Like a Stone,293960,False,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,4,grunge
2602,Labrinth,Imagination & the Misfit Kid,Mount Everest,157497,True,0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,87.724,4,indie-pop
2603,Metro Boomin;Gunna,NOT ALL HEROES WEAR CAPES (Deluxe),Space Cadet (feat. Gunna),203266,True,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4,hip-hop
2604,Green Day,Dookie,Basket Case,181533,False,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,4,punk
2605,Kodaline,In A Perfect World (Expanded Edition),All I Want,305746,False,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,3,rock
2606,BTS,Love Yourself 結 'Answer',Euphoria,228615,False,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,4,k-pop
2607,Cigarettes After Sex,Cigarettes After Sex,Sunsetz,215150,False,0.405,0.479,5,-9.396,1,0.0301,0.0527,0.795,0.0974,0.131,75.37,4,ambient
2608,Glass Animals,Heat Waves (Expansion Pack),Heat Waves - Slowed,262248,False,0.633,0.55,9,-9.965,1,0.0924,0.649,0.000363,0.147,0.333,147.099,4,indie
2609,Arctic Monkeys,AM,Arabella,207356,False,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,4,rock
2610,Dhanush;Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")","Megham Karukatha (From ""Thiruchitrambalam"")",290400,False,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,k-pop
2611,Cigarettes After Sex,Cry,Cry,256799,False,0.406,0.399,7,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,4,indie
2612,All Time Low,"So Wrong, It's Right","Dear Maria, Count Me In",182826,False,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,4,punk
2613,Danny Ocean,Me Rehúso,Me Rehúso,205714,False,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,4,reggaeton
2614,Rick James,Street Songs (Deluxe Edition),Super Freak,205466,False,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,4,disco
2615,Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,176000,False,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,4,reggaeton
2616,Regard;Troye Sivan;Tate McRae,You,You,233386,True,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,4,electro
2617,Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),154983,False,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4,electro
2618,Anuv Jain,Baarishein,Baarishein,207309,False,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,4,singer-songwriter
2619,Izzamuzzic;Julien Marchal,Shootout (Sped Up),Shootout (Sped Up),242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,electronic
2620,The Killers,Day & Age (Bonus Tracks),Human,245373,False,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4,alt-rock
2621,Madrigal,Seni Dert Etmeler,Seni Dert Etmeler,188500,False,0.552,0.608,5,-11.211,0,0.0274,0.148,2.05e-05,0.332,0.835,88.002,4,turkish
2622,Danny Ocean,Me Rehúso,Me Rehúso,205714,False,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,4,latino
2623,Falling In Reverse,Popular Monster,Popular Monster,220537,True,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4,metal
2624,BTS,Love Yourself 承 'Her',Pied Piper,245620,False,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051,4,k-pop
2625,ATB;Topic;A7S,Your Love (9PM),Your Love (9PM),150052,False,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,4,german
2626,Mrs. GREEN APPLE,ダンスホール,ダンスホール,203149,False,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,4,anime
2627,Daddy Yankee,LEGENDADDY,RUMBATÓN,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,reggaeton
2628,Two Feet,A 20 Something Fuck,I Feel Like I'm Drowning,185520,False,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927,3,indie
2629,The Kid LAROI;Justin Bieber,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),141805,True,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,hip-hop
2630,Aditya A,Chaand Baaliyan,Chaand Baaliyan,103264,False,0.729,0.396,0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,4,indie
2631,Tracy Chapman,Tracy Chapman,Fast Car,296800,False,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,4,folk
2632,X Ambassadors,VHS,Unsteady,193546,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4,alternative
2633,Chris Brown,Under The Influence,Under The Influence (Body Language),148750,True,0.62,0.62,1,-6.322,0,0.0375,0.0388,0.000213,0.129,0.459,144.835,4,dance
2634,System Of A Down,Hypnotize,Lonely Day,167906,False,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3,alternative
2635,Radiohead,OK Computer,Karma Police,264066,False,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4,alternative
2636,JBee,4am,4am,193714,True,0.863,0.482,1,-9.132,1,0.439,0.621,0.0,0.148,0.618,140.021,4,chill
2637,Coolio;L.V.,Gangsta's Paradise,Gangsta's Paradise,240693,False,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,4,hip-hop
2638,Zedd;Maren Morris;Grey,The Middle,The Middle,184732,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,dance
2639,Nirvana,MTV Unplugged In New York,The Man Who Sold The World,261093,False,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,alt-rock
2640,Eminem,The Marshall Mathers LP2 (Deluxe),Rap God,363521,True,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4,hip-hop
2641,BTS,Wings,Blood Sweat & Tears,217051,False,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,4,k-pop
2642,Breaking Benjamin,Phobia (Clean Version),The Diary of Jane - Single Version,200546,False,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,4,metal
2643,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,pop
2644,Joel Corry;MNEK,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,edm
2645,Axwell /\ Ingrosso,More Than You Know,More Than You Know,203000,False,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,4,electro
2646,Eminem,Just Lose It,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,True,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,4,hip-hop
2647,Ozuna;Doja Cat;Sia,Enoc,Del Mar,214506,True,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4,reggae
2648,J Balvin;Maria Becerra,JOSE,Qué Más Pues?,217360,False,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,4,latino
2649,Mitski,Bury Me At Makeout Creek,Francis Forever,149680,False,0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.986,4,indie-pop
2650,Stray Kids,MAXIDENT,"3RACHA (Bang Chan, Changbin, HAN)",208573,False,0.721,0.856,0,-3.117,0,0.301,0.229,0.0,0.0853,0.627,142.068,4,k-pop
2651,XXXTENTACION,Revenge,YuNg BrAtZ,101851,True,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,4,emo
2652,Avicii,Stories,Waiting For Love,230613,False,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,4,dance
2653,Journey,Escape (Bonus Track Version),Don't Stop Believin',250986,False,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,rock
2654,MAX;Ali Gatie,Butterflies,Butterflies,191250,False,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,4,dance
2655,Lil Nas X,MONTERO,THATS WHAT I WANT,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,pop
2656,J Balvin;Bad Bunny;Marciano Cantero,OASIS,UN PESO,277106,False,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,4,reggaeton
2657,Alec Benjamin,Narrated For You,Let Me Down Slowly,169353,False,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4,electro
2658,Metallica,Master Of Puppets (Remastered),Master Of Puppets,515386,False,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4,rock
2659,Chuck Berry,Berry Is On Top,Johnny B. Goode,161560,False,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,4,rockabilly
2660,Gabry Ponte;LUM!X;Prezioso,Thunder,Thunder,160000,False,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,3,dance
2661,The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,244586,False,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,4,punk-rock
2662,Bad Bunny,Un Verano Sin Ti,Moscow Mule,245939,True,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4,reggae
2663,Stephen Sanchez,Until I Found You,Until I Found You,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,singer-songwriter
2664,Daddy Yankee;Bad Bunny,LEGENDADDY,X ÚLTIMA VEZ,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggae
2665,Backstreet Boys,Millennium,I Want It That Way,213306,False,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,4,dance
2666,Stray Kids,MAXIDENT,"TASTE (Lee Know, Hyunjin, Felix)",216120,False,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209,4,k-pop
2667,Armaan Malik;Vishal Mishra,Kabir Singh,Pehla Pyaar,272532,False,0.607,0.713,4,-5.105,1,0.03,0.56,4.98e-05,0.101,0.611,124.868,4,pop-film
2668,Maluma,Junio,Junio,168601,False,0.85,0.756,11,-3.439,0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4,reggaeton
2669,Becky G,Shower,Shower,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,reggae
2670,Foster The People,Torches,Pumped Up Kicks,239600,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,rock
2671,Farruko,Pepas,Pepas,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggaeton
2672,Zedd;Maren Morris;BEAUZ,Make You Say,Make You Say,206000,False,0.687,0.61,8,-4.713,0,0.0499,0.351,0.0,0.175,0.649,128.15,4,house
2673,Mild High Club,Skiptracing,Homage,177493,False,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369,4,garage
2674,Radiohead,The Bends,High and Dry,257480,False,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4,alt-rock
2675,Becky G;KAROL G,MAMIII,MAMIII,226088,False,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,4,reggaeton
2676,Swedish House Mafia;John Martin,Don't You Worry Child,Don't You Worry Child - Radio Edit,212862,False,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,4,house
2677,Taylor Swift,1989,Wildest Dreams,220440,False,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,pop
2678,Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),180690,False,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4,alt-rock
2679,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,metal
2680,Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),298933,False,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,piano
2681,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,198053,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,house
2682,Metallica,Garage Inc.,Whiskey In The Jar,304693,False,0.511,0.97,10,-3.72,1,0.0414,5.6e-06,0.00136,0.18,0.566,132.986,4,hard-rock
2683,Michael Jackson,XSCAPE,Chicago,245506,False,0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086,4,soul
2684,Roar,I Can't Handle Change,I Can't Handle Change,198213,False,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,3,indie-pop
2685,Ninho,Jefe,Jefe,177705,True,0.648,0.599,7,-8.611,0,0.0799,0.474,6.81e-06,0.121,0.213,120.985,4,french
2686,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,house
2687,Bob Seger,Stranger In Town,Old Time Rock & Roll,194146,False,0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,4,singer-songwriter
2688,Lifehouse,Lifehouse,You And Me,195493,False,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,3,alternative
2689,Nickelback,Silver Side Up,How You Remind Me,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,metal
2690,Keyshia Cole,The Way It Is,Love,255333,False,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,4,soul
2691,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,201000,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,dance
2692,Labrinth,Imagination & the Misfit Kid,Mount Everest,157497,True,0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,87.724,4,indie
